cid,qid,correct,record_time
75,732,f,2024-02-06
75,733,t,2024-02-06
75,734,f,2024-02-06
75,735,f,2024-02-06
75,736,f,2024-02-06
75,737,f,2024-02-06
75,738,f,2024-02-06
75,739,f,2024-02-06
75,740,t,2024-02-06
75,741,t,2024-02-06
75,742,f,2024-02-06
75,743,f,2024-02-06
75,744,f,2024-02-06
75,745,t,2024-02-06
75,746,t,2024-02-06
75,747,t,2024-02-06
75,748,t,2024-02-06
75,749,t,2024-02-06
75,750,f,2024-02-06
75,751,f,2024-02-06
75,752,t,2024-02-06
75,753,f,2024-02-06
75,754,f,2024-02-06
75,755,f,2024-02-06
75,756,f,2024-02-06
75,757,t,2024-02-06
75,758,t,2024-02-06
75,759,t,2024-02-06
75,760,t,2024-02-06
75,761,t,2024-02-06
75,762,f,2024-02-06
75,763,f,2024-02-06
75,764,f,2024-02-06
75,765,t,2024-02-06
75,766,t,2024-02-06
75,767,t,2024-02-06
75,768,t,2024-02-06
75,769,t,2024-02-06
75,770,f,2024-02-06
75,771,t,2024-02-06
75,772,f,2024-02-06
75,773,f,2024-02-06
75,774,f,2024-02-06
75,775,f,2024-02-06
75,776,f,2024-02-06
75,777,t,2024-02-06
75,778,f,2024-02-06
75,779,t,2024-02-06
75,780,t,2024-02-06
76,391,t,2024-02-06
76,392,t,2024-02-06
76,393,f,2024-02-06
76,394,t,2024-02-06
76,395,t,2024-02-06
76,396,f,2024-02-06
76,397,f,2024-02-06
76,398,t,2024-02-06
76,399,f,2024-02-06
76,400,f,2024-02-06
76,401,t,2024-02-06
76,402,t,2024-02-06
76,403,t,2024-02-06
76,404,f,2024-02-06
76,405,f,2024-02-06
76,406,t,2024-02-06
76,407,t,2024-02-06
76,408,f,2024-02-06
76,409,f,2024-02-06
76,410,f,2024-02-06
76,411,t,2024-02-06
76,412,f,2024-02-06
76,413,f,2024-02-06
76,414,t,2024-02-06
76,415,t,2024-02-06
76,416,f,2024-02-06
76,417,t,2024-02-06
76,418,f,2024-02-06
76,419,t,2024-02-06
76,420,t,2024-02-06
76,421,f,2024-02-06
76,422,f,2024-02-06
76,423,t,2024-02-06
76,424,f,2024-02-06
76,425,f,2024-02-06
76,426,t,2024-02-06
76,427,f,2024-02-06
76,428,f,2024-02-06
76,429,t,2024-02-06
76,430,t,2024-02-06
76,431,f,2024-02-06
76,432,t,2024-02-06
76,433,t,2024-02-06
76,434,t,2024-02-06
76,435,f,2024-02-06
76,436,f,2024-02-06
76,437,f,2024-02-06
76,438,f,2024-02-06
76,439,f,2024-02-06
76,440,t,2024-02-06
76,441,f,2024-02-06
76,442,t,2024-02-06
76,443,f,2024-02-06
76,444,t,2024-02-06
76,445,f,2024-02-06
76,446,f,2024-02-06
76,447,t,2024-02-06
76,448,t,2024-02-06
76,449,t,2024-02-06
76,450,f,2024-02-06
76,451,t,2024-02-06
76,452,f,2024-02-06
76,453,t,2024-02-06
76,454,f,2024-02-06
76,455,t,2024-02-06
76,456,t,2024-02-06
76,457,t,2024-02-06
76,458,f,2024-02-06
76,459,t,2024-02-06
76,460,t,2024-02-06
76,461,t,2024-02-06
76,462,f,2024-02-06
76,463,f,2024-02-06
76,464,t,2024-02-06
76,465,t,2024-02-06
76,466,f,2024-02-06
76,467,f,2024-02-06
76,468,t,2024-02-06
76,469,t,2024-02-06
76,470,f,2024-02-06
76,471,t,2024-02-06
76,472,t,2024-02-06
76,473,f,2024-02-06
76,474,f,2024-02-06
76,475,f,2024-02-06
76,476,f,2024-02-06
76,477,f,2024-02-06
76,478,f,2024-02-06
76,479,f,2024-02-06
76,480,f,2024-02-06
76,481,t,2024-02-06
76,482,f,2024-02-06
76,483,t,2024-02-06
76,484,f,2024-02-06
76,485,f,2024-02-06
76,486,f,2024-02-06
76,487,t,2024-02-06
76,488,f,2024-02-06
76,489,t,2024-02-06
76,490,f,2024-02-06
76,491,f,2024-02-06
76,492,f,2024-02-06
76,493,f,2024-02-06
76,494,t,2024-02-06
76,495,f,2024-02-06
76,496,t,2024-02-06
76,497,t,2024-02-06
76,498,t,2024-02-06
76,499,f,2024-02-06
76,500,f,2024-02-06
76,501,t,2024-02-06
76,502,f,2024-02-06
76,503,t,2024-02-06
76,504,t,2024-02-06
76,505,t,2024-02-06
76,506,f,2024-02-06
76,507,t,2024-02-06
76,508,f,2024-02-06
76,509,t,2024-02-06
76,510,t,2024-02-06
76,511,f,2024-02-06
76,512,t,2024-02-06
76,513,t,2024-02-06
76,514,t,2024-02-06
76,515,t,2024-02-06
76,516,f,2024-02-06
76,517,f,2024-02-06
76,518,t,2024-02-06
76,519,f,2024-02-06
76,520,t,2024-02-06
76,521,t,2024-02-06
76,522,t,2024-02-06
76,523,f,2024-02-06
76,524,t,2024-02-06
76,525,f,2024-02-06
76,526,f,2024-02-06
76,527,t,2024-02-06
76,528,f,2024-02-06
76,529,f,2024-02-06
76,530,t,2024-02-06
76,531,f,2024-02-06
76,532,t,2024-02-06
76,533,f,2024-02-06
76,534,f,2024-02-06
76,535,f,2024-02-06
76,536,f,2024-02-06
76,537,t,2024-02-06
76,538,f,2024-02-06
76,539,t,2024-02-06
76,540,t,2024-02-06
76,541,f,2024-02-06
76,542,t,2024-02-06
76,543,t,2024-02-06
76,544,t,2024-02-06
76,545,t,2024-02-06
76,546,t,2024-02-06
76,547,t,2024-02-06
76,548,f,2024-02-06
76,549,t,2024-02-06
76,550,t,2024-02-06
76,551,t,2024-02-06
76,552,f,2024-02-06
76,553,t,2024-02-06
76,554,f,2024-02-06
76,555,f,2024-02-06
76,556,f,2024-02-06
76,557,t,2024-02-06
76,558,f,2024-02-06
76,559,f,2024-02-06
76,560,f,2024-02-06
76,561,f,2024-02-06
76,562,t,2024-02-06
76,563,t,2024-02-06
76,564,f,2024-02-06
76,565,f,2024-02-06
76,566,t,2024-02-06
76,567,f,2024-02-06
76,568,f,2024-02-06
76,569,f,2024-02-06
76,570,f,2024-02-06
76,571,f,2024-02-06
76,572,t,2024-02-06
76,573,f,2024-02-06
76,574,t,2024-02-06
76,575,f,2024-02-06
76,576,t,2024-02-06
76,577,f,2024-02-06
76,578,t,2024-02-06
76,579,f,2024-02-06
76,580,f,2024-02-06
76,581,t,2024-02-06
76,582,f,2024-02-06
76,583,f,2024-02-06
76,584,t,2024-02-06
76,585,f,2024-02-06
76,586,f,2024-02-06
76,587,f,2024-02-06
76,588,t,2024-02-06
76,589,t,2024-02-06
76,590,t,2024-02-06
76,591,f,2024-02-06
76,592,t,2024-02-06
76,593,f,2024-02-06
76,594,t,2024-02-06
76,595,f,2024-02-06
76,596,t,2024-02-06
76,597,t,2024-02-06
76,598,t,2024-02-06
76,599,t,2024-02-06
76,600,t,2024-02-06
76,601,f,2024-02-06
76,602,t,2024-02-06
76,603,t,2024-02-06
76,604,t,2024-02-06
76,605,f,2024-02-06
76,606,t,2024-02-06
76,607,f,2024-02-06
76,608,t,2024-02-06
76,609,t,2024-02-06
76,610,t,2024-02-06
76,611,t,2024-02-06
76,612,t,2024-02-06
76,613,t,2024-02-06
76,614,t,2024-02-06
76,615,t,2024-02-06
76,616,f,2024-02-06
76,617,t,2024-02-06
76,618,t,2024-02-06
76,619,t,2024-02-06
76,620,t,2024-02-06
76,621,f,2024-02-06
76,622,t,2024-02-06
76,623,t,2024-02-06
76,624,t,2024-02-06
76,625,t,2024-02-06
76,626,f,2024-02-06
76,627,t,2024-02-06
76,628,f,2024-02-06
76,629,f,2024-02-06
76,630,t,2024-02-06
76,631,t,2024-02-06
76,632,f,2024-02-06
76,633,f,2024-02-06
76,634,f,2024-02-06
76,635,t,2024-02-06
76,636,t,2024-02-06
76,637,t,2024-02-06
76,638,f,2024-02-06
76,639,f,2024-02-06
76,640,f,2024-02-06
76,641,t,2024-02-06
76,642,t,2024-02-06
76,643,t,2024-02-06
76,644,t,2024-02-06
76,645,t,2024-02-06
76,646,f,2024-02-06
76,647,f,2024-02-06
76,648,t,2024-02-06
76,649,f,2024-02-06
76,650,f,2024-02-06
76,651,t,2024-02-06
76,652,f,2024-02-06
76,653,f,2024-02-06
76,654,f,2024-02-06
76,655,f,2024-02-06
76,656,t,2024-02-06
76,657,t,2024-02-06
76,658,t,2024-02-06
76,659,t,2024-02-06
76,660,f,2024-02-06
76,661,f,2024-02-06
76,662,t,2024-02-06
76,663,t,2024-02-06
76,664,f,2024-02-06
76,665,f,2024-02-06
76,666,f,2024-02-06
76,667,t,2024-02-06
76,668,f,2024-02-06
76,669,f,2024-02-06
76,670,f,2024-02-06
76,671,t,2024-02-06
76,672,f,2024-02-06
76,673,f,2024-02-06
76,674,t,2024-02-06
76,675,f,2024-02-06
76,676,f,2024-02-06
76,677,f,2024-02-06
76,678,t,2024-02-06
76,679,t,2024-02-06
76,680,f,2024-02-06
76,681,t,2024-02-06
76,682,f,2024-02-06
76,683,f,2024-02-06
76,684,t,2024-02-06
76,685,t,2024-02-06
76,686,t,2024-02-06
76,687,f,2024-02-06
76,688,f,2024-02-06
76,689,f,2024-02-06
76,690,f,2024-02-06
76,691,f,2024-02-06
76,692,t,2024-02-06
76,693,t,2024-02-06
76,694,f,2024-02-06
76,695,f,2024-02-06
76,696,f,2024-02-06
76,697,t,2024-02-06
76,698,t,2024-02-06
76,699,t,2024-02-06
76,700,t,2024-02-06
76,701,f,2024-02-06
76,702,t,2024-02-06
76,703,t,2024-02-06
76,704,t,2024-02-06
76,705,f,2024-02-06
76,706,t,2024-02-06
76,707,t,2024-02-06
76,708,t,2024-02-06
76,709,t,2024-02-06
76,710,t,2024-02-06
76,711,f,2024-02-06
76,712,f,2024-02-06
76,713,t,2024-02-06
76,714,f,2024-02-06
76,715,t,2024-02-06
76,716,t,2024-02-06
76,717,f,2024-02-06
76,718,t,2024-02-06
76,719,f,2024-02-06
76,720,t,2024-02-06
76,721,t,2024-02-06
76,722,f,2024-02-06
76,723,t,2024-02-06
76,724,t,2024-02-06
76,725,f,2024-02-06
76,726,f,2024-02-06
76,727,t,2024-02-06
76,728,f,2024-02-06
76,729,t,2024-02-06
76,730,f,2024-02-06
76,731,t,2024-02-06
76,732,f,2024-02-06
76,733,f,2024-02-06
76,734,f,2024-02-06
76,735,t,2024-02-06
76,736,f,2024-02-06
76,737,f,2024-02-06
76,738,t,2024-02-06
76,739,f,2024-02-06
76,740,t,2024-02-06
76,741,f,2024-02-06
76,742,f,2024-02-06
76,743,f,2024-02-06
76,744,f,2024-02-06
76,745,f,2024-02-06
76,746,t,2024-02-06
76,747,t,2024-02-06
76,748,t,2024-02-06
76,749,t,2024-02-06
76,750,f,2024-02-06
76,751,f,2024-02-06
76,752,t,2024-02-06
76,753,f,2024-02-06
76,754,f,2024-02-06
76,755,f,2024-02-06
76,756,f,2024-02-06
76,757,t,2024-02-06
76,758,t,2024-02-06
76,759,t,2024-02-06
76,760,t,2024-02-06
76,761,t,2024-02-06
76,762,t,2024-02-06
76,763,t,2024-02-06
76,764,f,2024-02-06
76,765,t,2024-02-06
76,766,t,2024-02-06
76,767,f,2024-02-06
76,768,t,2024-02-06
76,769,f,2024-02-06
76,770,t,2024-02-06
76,771,t,2024-02-06
76,772,f,2024-02-06
76,773,t,2024-02-06
76,774,f,2024-02-06
76,775,t,2024-02-06
76,776,t,2024-02-06
76,777,t,2024-02-06
76,778,f,2024-02-06
76,779,t,2024-02-06
76,780,f,2024-02-06
77,391,f,2024-02-06
77,392,t,2024-02-06
77,393,f,2024-02-06
77,394,t,2024-02-06
77,395,t,2024-02-06
77,396,t,2024-02-06
77,397,f,2024-02-06
77,398,t,2024-02-06
77,399,f,2024-02-06
77,400,t,2024-02-06
77,401,f,2024-02-06
77,402,t,2024-02-06
77,403,t,2024-02-06
77,404,f,2024-02-06
77,405,f,2024-02-06
77,406,t,2024-02-06
77,407,t,2024-02-06
77,408,t,2024-02-06
77,409,f,2024-02-06
77,410,f,2024-02-06
77,411,f,2024-02-06
77,412,f,2024-02-06
77,413,f,2024-02-06
77,414,t,2024-02-06
77,415,t,2024-02-06
77,416,t,2024-02-06
77,417,t,2024-02-06
77,418,t,2024-02-06
77,419,f,2024-02-06
77,420,t,2024-02-06
77,421,f,2024-02-06
77,422,t,2024-02-06
77,423,t,2024-02-06
77,424,f,2024-02-06
77,425,t,2024-02-06
77,426,f,2024-02-06
77,427,t,2024-02-06
77,428,f,2024-02-06
77,429,t,2024-02-06
77,430,t,2024-02-06
77,431,f,2024-02-06
77,432,t,2024-02-06
77,433,f,2024-02-06
77,434,f,2024-02-06
77,435,t,2024-02-06
77,436,t,2024-02-06
77,437,f,2024-02-06
77,438,f,2024-02-06
77,439,f,2024-02-06
77,440,t,2024-02-06
77,441,t,2024-02-06
77,442,f,2024-02-06
77,443,f,2024-02-06
77,444,f,2024-02-06
77,445,f,2024-02-06
77,446,f,2024-02-06
77,447,t,2024-02-06
77,448,t,2024-02-06
77,449,t,2024-02-06
77,450,f,2024-02-06
77,451,t,2024-02-06
77,452,f,2024-02-06
77,453,f,2024-02-06
77,454,t,2024-02-06
77,455,f,2024-02-06
77,456,f,2024-02-06
77,457,f,2024-02-06
77,458,t,2024-02-06
77,459,t,2024-02-06
77,460,t,2024-02-06
77,461,t,2024-02-06
77,462,f,2024-02-06
77,463,f,2024-02-06
77,464,f,2024-02-06
77,465,t,2024-02-06
77,466,t,2024-02-06
77,467,f,2024-02-06
77,468,f,2024-02-06
77,469,t,2024-02-06
77,470,t,2024-02-06
77,471,f,2024-02-06
77,472,f,2024-02-06
77,473,f,2024-02-06
77,474,t,2024-02-06
77,475,f,2024-02-06
77,476,t,2024-02-06
77,477,f,2024-02-06
77,478,t,2024-02-06
77,479,t,2024-02-06
77,480,f,2024-02-06
77,481,t,2024-02-06
77,482,t,2024-02-06
77,483,t,2024-02-06
77,484,f,2024-02-06
77,485,t,2024-02-06
77,486,f,2024-02-06
77,487,t,2024-02-06
77,488,t,2024-02-06
77,489,t,2024-02-06
77,490,t,2024-02-06
77,491,t,2024-02-06
77,492,t,2024-02-06
77,493,f,2024-02-06
77,494,f,2024-02-06
77,495,t,2024-02-06
77,496,t,2024-02-06
77,497,f,2024-02-06
77,498,f,2024-02-06
77,499,f,2024-02-06
77,500,t,2024-02-06
77,501,t,2024-02-06
77,502,f,2024-02-06
77,503,t,2024-02-06
77,504,f,2024-02-06
77,505,f,2024-02-06
77,506,f,2024-02-06
77,507,t,2024-02-06
77,508,f,2024-02-06
77,509,t,2024-02-06
77,510,t,2024-02-06
77,511,f,2024-02-06
77,512,t,2024-02-06
77,513,t,2024-02-06
77,514,t,2024-02-06
77,515,t,2024-02-06
77,516,f,2024-02-06
77,517,f,2024-02-06
77,518,f,2024-02-06
77,519,f,2024-02-06
77,520,t,2024-02-06
77,521,t,2024-02-06
77,522,t,2024-02-06
77,523,f,2024-02-06
77,524,t,2024-02-06
77,525,f,2024-02-06
77,526,f,2024-02-06
77,527,t,2024-02-06
77,528,f,2024-02-06
77,529,f,2024-02-06
77,530,f,2024-02-06
77,531,f,2024-02-06
77,532,t,2024-02-06
77,533,f,2024-02-06
77,534,t,2024-02-06
77,535,t,2024-02-06
77,536,f,2024-02-06
77,537,f,2024-02-06
77,538,f,2024-02-06
77,539,f,2024-02-06
77,540,t,2024-02-06
77,541,f,2024-02-06
77,542,t,2024-02-06
77,543,f,2024-02-06
77,544,f,2024-02-06
77,545,t,2024-02-06
77,546,t,2024-02-06
77,547,f,2024-02-06
77,548,f,2024-02-06
77,549,f,2024-02-06
77,550,t,2024-02-06
77,551,t,2024-02-06
77,552,t,2024-02-06
77,553,f,2024-02-06
77,554,t,2024-02-06
77,555,t,2024-02-06
77,556,t,2024-02-06
77,557,f,2024-02-06
77,558,f,2024-02-06
77,559,t,2024-02-06
77,560,f,2024-02-06
77,561,t,2024-02-06
77,562,f,2024-02-06
77,563,t,2024-02-06
77,564,f,2024-02-06
77,565,f,2024-02-06
77,566,t,2024-02-06
77,567,f,2024-02-06
77,568,f,2024-02-06
77,569,f,2024-02-06
77,570,f,2024-02-06
77,571,t,2024-02-06
77,572,f,2024-02-06
77,573,f,2024-02-06
77,574,f,2024-02-06
77,575,t,2024-02-06
77,576,t,2024-02-06
77,577,f,2024-02-06
77,578,f,2024-02-06
77,579,t,2024-02-06
77,580,f,2024-02-06
77,581,t,2024-02-06
77,582,t,2024-02-06
77,583,f,2024-02-06
77,584,t,2024-02-06
77,585,t,2024-02-06
77,586,f,2024-02-06
77,587,f,2024-02-06
77,588,t,2024-02-06
77,589,f,2024-02-06
77,590,t,2024-02-06
77,591,f,2024-02-06
77,592,f,2024-02-06
77,593,t,2024-02-06
77,594,f,2024-02-06
77,595,t,2024-02-06
77,596,f,2024-02-06
77,597,t,2024-02-06
77,598,t,2024-02-06
77,599,t,2024-02-06
77,600,f,2024-02-06
77,601,f,2024-02-06
77,602,t,2024-02-06
77,603,f,2024-02-06
77,604,t,2024-02-06
77,605,f,2024-02-06
77,606,f,2024-02-06
77,607,f,2024-02-06
77,608,t,2024-02-06
77,609,f,2024-02-06
77,610,t,2024-02-06
77,611,t,2024-02-06
77,612,t,2024-02-06
77,613,t,2024-02-06
77,614,t,2024-02-06
77,615,t,2024-02-06
77,616,t,2024-02-06
77,617,t,2024-02-06
77,618,t,2024-02-06
77,619,t,2024-02-06
77,620,t,2024-02-06
77,621,t,2024-02-06
77,622,f,2024-02-06
77,623,f,2024-02-06
77,624,t,2024-02-06
77,625,f,2024-02-06
77,626,f,2024-02-06
77,627,t,2024-02-06
77,628,f,2024-02-06
77,629,f,2024-02-06
77,630,t,2024-02-06
77,631,f,2024-02-06
77,632,f,2024-02-06
77,633,t,2024-02-06
77,634,f,2024-02-06
77,635,t,2024-02-06
77,636,t,2024-02-06
77,637,t,2024-02-06
77,638,f,2024-02-06
77,639,f,2024-02-06
77,640,f,2024-02-06
77,641,t,2024-02-06
77,642,f,2024-02-06
77,643,f,2024-02-06
77,644,t,2024-02-06
77,645,f,2024-02-06
77,646,f,2024-02-06
77,647,f,2024-02-06
77,648,t,2024-02-06
77,649,f,2024-02-06
77,650,t,2024-02-06
77,651,t,2024-02-06
77,652,f,2024-02-06
77,653,f,2024-02-06
77,654,f,2024-02-06
77,655,f,2024-02-06
77,656,t,2024-02-06
77,657,t,2024-02-06
77,658,t,2024-02-06
77,659,f,2024-02-06
77,660,f,2024-02-06
77,661,t,2024-02-06
77,662,t,2024-02-06
77,663,t,2024-02-06
77,664,f,2024-02-06
77,665,f,2024-02-06
77,666,f,2024-02-06
77,667,t,2024-02-06
77,668,f,2024-02-06
77,669,f,2024-02-06
77,670,t,2024-02-06
77,671,t,2024-02-06
77,672,t,2024-02-06
77,673,f,2024-02-06
77,674,f,2024-02-06
77,675,t,2024-02-06
77,676,t,2024-02-06
77,677,t,2024-02-06
77,678,t,2024-02-06
77,679,t,2024-02-06
77,680,t,2024-02-06
77,681,t,2024-02-06
77,682,t,2024-02-06
77,683,f,2024-02-06
77,684,f,2024-02-06
77,685,t,2024-02-06
77,686,t,2024-02-06
77,687,t,2024-02-06
77,688,t,2024-02-06
77,689,f,2024-02-06
77,690,f,2024-02-06
77,691,f,2024-02-06
77,692,t,2024-02-06
77,693,f,2024-02-06
77,694,t,2024-02-06
77,695,f,2024-02-06
77,696,t,2024-02-06
77,697,f,2024-02-06
77,698,t,2024-02-06
77,699,t,2024-02-06
77,700,f,2024-02-06
77,701,f,2024-02-06
77,702,f,2024-02-06
77,703,t,2024-02-06
77,704,f,2024-02-06
77,705,f,2024-02-06
77,706,t,2024-02-06
77,707,f,2024-02-06
77,708,t,2024-02-06
77,709,f,2024-02-06
77,710,t,2024-02-06
77,711,f,2024-02-06
77,712,f,2024-02-06
77,713,t,2024-02-06
77,714,t,2024-02-06
77,715,t,2024-02-06
77,716,t,2024-02-06
77,717,t,2024-02-06
77,718,f,2024-02-06
77,719,t,2024-02-06
77,720,f,2024-02-06
77,721,t,2024-02-06
77,722,t,2024-02-06
77,723,f,2024-02-06
77,724,t,2024-02-06
77,725,f,2024-02-06
77,726,t,2024-02-06
77,727,t,2024-02-06
77,728,f,2024-02-06
77,729,f,2024-02-06
77,730,f,2024-02-06
77,731,t,2024-02-06
77,732,t,2024-02-06
77,733,t,2024-02-06
77,734,f,2024-02-06
77,735,f,2024-02-06
77,736,t,2024-02-06
77,737,f,2024-02-06
77,738,t,2024-02-06
77,739,t,2024-02-06
77,740,t,2024-02-06
77,741,f,2024-02-06
77,742,t,2024-02-06
77,743,f,2024-02-06
77,744,t,2024-02-06
77,745,f,2024-02-06
77,746,f,2024-02-06
77,747,t,2024-02-06
77,748,t,2024-02-06
77,749,f,2024-02-06
77,750,f,2024-02-06
77,751,f,2024-02-06
77,752,t,2024-02-06
77,753,f,2024-02-06
77,754,f,2024-02-06
77,755,f,2024-02-06
77,756,f,2024-02-06
77,757,t,2024-02-06
77,758,t,2024-02-06
77,759,t,2024-02-06
77,760,f,2024-02-06
77,761,t,2024-02-06
77,762,t,2024-02-06
77,763,f,2024-02-06
77,764,f,2024-02-06
77,765,t,2024-02-06
77,766,f,2024-02-06
77,767,f,2024-02-06
77,768,f,2024-02-06
77,769,f,2024-02-06
77,770,t,2024-02-06
77,771,t,2024-02-06
77,772,t,2024-02-06
77,773,f,2024-02-06
77,774,f,2024-02-06
77,775,f,2024-02-06
77,776,t,2024-02-06
77,777,t,2024-02-06
77,778,f,2024-02-06
77,779,t,2024-02-06
77,780,t,2024-02-06
78,391,f,2024-02-06
78,392,t,2024-02-06
78,393,f,2024-02-06
78,394,t,2024-02-06
78,395,t,2024-02-06
78,396,f,2024-02-06
78,397,f,2024-02-06
78,398,t,2024-02-06
78,399,t,2024-02-06
78,400,t,2024-02-06
78,401,f,2024-02-06
78,402,t,2024-02-06
78,403,t,2024-02-06
78,404,f,2024-02-06
78,405,f,2024-02-06
78,406,t,2024-02-06
78,407,t,2024-02-06
78,408,f,2024-02-06
78,409,f,2024-02-06
78,410,f,2024-02-06
78,411,t,2024-02-06
78,412,t,2024-02-06
78,413,f,2024-02-06
78,414,f,2024-02-06
78,415,f,2024-02-06
78,416,t,2024-02-06
78,417,t,2024-02-06
78,418,t,2024-02-06
78,419,t,2024-02-06
78,420,f,2024-02-06
78,421,t,2024-02-06
78,422,f,2024-02-06
78,423,t,2024-02-06
78,424,f,2024-02-06
78,425,t,2024-02-06
78,426,t,2024-02-06
78,427,t,2024-02-06
78,428,f,2024-02-06
78,429,t,2024-02-06
78,430,t,2024-02-06
78,431,f,2024-02-06
78,432,t,2024-02-06
78,433,t,2024-02-06
78,434,f,2024-02-06
78,435,t,2024-02-06
78,436,f,2024-02-06
78,437,t,2024-02-06
78,438,t,2024-02-06
78,439,f,2024-02-06
78,440,t,2024-02-06
78,441,t,2024-02-06
78,442,f,2024-02-06
78,443,t,2024-02-06
78,444,f,2024-02-06
78,445,f,2024-02-06
78,446,t,2024-02-06
78,447,t,2024-02-06
78,448,t,2024-02-06
78,449,t,2024-02-06
78,450,f,2024-02-06
78,451,t,2024-02-06
78,452,f,2024-02-06
78,453,t,2024-02-06
78,454,t,2024-02-06
78,455,f,2024-02-06
78,456,t,2024-02-06
78,457,f,2024-02-06
78,458,t,2024-02-06
78,459,f,2024-02-06
78,460,t,2024-02-06
78,461,f,2024-02-06
78,462,t,2024-02-06
78,463,f,2024-02-06
78,464,f,2024-02-06
78,465,f,2024-02-06
78,466,f,2024-02-06
78,467,t,2024-02-06
78,468,t,2024-02-06
78,469,t,2024-02-06
78,470,f,2024-02-06
78,471,t,2024-02-06
78,472,t,2024-02-06
78,473,f,2024-02-06
78,474,f,2024-02-06
78,475,f,2024-02-06
78,476,f,2024-02-06
78,477,f,2024-02-06
78,478,f,2024-02-06
78,479,f,2024-02-06
78,480,f,2024-02-06
78,481,t,2024-02-06
78,482,t,2024-02-06
78,483,f,2024-02-06
78,484,f,2024-02-06
78,485,f,2024-02-06
78,486,f,2024-02-06
78,487,t,2024-02-06
78,488,f,2024-02-06
78,489,t,2024-02-06
78,490,f,2024-02-06
78,491,t,2024-02-06
78,492,f,2024-02-06
78,493,f,2024-02-06
78,494,t,2024-02-06
78,495,t,2024-02-06
78,496,t,2024-02-06
78,497,t,2024-02-06
78,498,t,2024-02-06
78,499,t,2024-02-06
78,500,f,2024-02-06
78,501,f,2024-02-06
78,502,f,2024-02-06
78,503,t,2024-02-06
78,504,t,2024-02-06
78,505,t,2024-02-06
78,506,f,2024-02-06
78,507,t,2024-02-06
78,508,f,2024-02-06
78,509,t,2024-02-06
78,510,f,2024-02-06
78,511,t,2024-02-06
78,512,t,2024-02-06
78,513,f,2024-02-06
78,514,f,2024-02-06
78,515,f,2024-02-06
78,516,f,2024-02-06
78,517,f,2024-02-06
78,518,f,2024-02-06
78,519,f,2024-02-06
78,520,f,2024-02-06
78,521,t,2024-02-06
78,522,t,2024-02-06
78,523,f,2024-02-06
78,524,f,2024-02-06
78,525,t,2024-02-06
78,526,f,2024-02-06
78,527,f,2024-02-06
78,528,t,2024-02-06
78,529,f,2024-02-06
78,530,t,2024-02-06
78,531,f,2024-02-06
78,532,t,2024-02-06
78,533,t,2024-02-06
78,534,t,2024-02-06
78,535,t,2024-02-06
78,536,f,2024-02-06
78,537,t,2024-02-06
78,538,t,2024-02-06
78,539,t,2024-02-06
78,540,f,2024-02-06
78,541,f,2024-02-06
78,542,t,2024-02-06
78,543,f,2024-02-06
78,544,f,2024-02-06
78,545,t,2024-02-06
78,546,t,2024-02-06
78,547,f,2024-02-06
78,548,f,2024-02-06
78,549,t,2024-02-06
78,550,t,2024-02-06
78,551,t,2024-02-06
78,552,t,2024-02-06
78,553,f,2024-02-06
78,554,f,2024-02-06
78,555,t,2024-02-06
78,556,t,2024-02-06
78,557,f,2024-02-06
78,558,t,2024-02-06
78,559,f,2024-02-06
78,560,f,2024-02-06
78,561,f,2024-02-06
78,562,f,2024-02-06
78,563,t,2024-02-06
78,564,f,2024-02-06
78,565,f,2024-02-06
78,566,t,2024-02-06
78,567,f,2024-02-06
78,568,t,2024-02-06
78,569,f,2024-02-06
78,570,f,2024-02-06
78,571,t,2024-02-06
78,572,t,2024-02-06
78,573,t,2024-02-06
78,574,f,2024-02-06
78,575,f,2024-02-06
78,576,f,2024-02-06
78,577,t,2024-02-06
78,578,t,2024-02-06
78,579,f,2024-02-06
78,580,f,2024-02-06
78,581,t,2024-02-06
78,582,t,2024-02-06
78,583,f,2024-02-06
78,584,f,2024-02-06
78,585,t,2024-02-06
78,586,f,2024-02-06
78,587,t,2024-02-06
78,588,t,2024-02-06
78,589,t,2024-02-06
78,590,t,2024-02-06
78,591,f,2024-02-06
78,592,f,2024-02-06
78,593,t,2024-02-06
78,594,f,2024-02-06
78,595,t,2024-02-06
78,596,t,2024-02-06
78,597,t,2024-02-06
78,598,t,2024-02-06
78,599,f,2024-02-06
78,600,t,2024-02-06
78,601,f,2024-02-06
78,602,f,2024-02-06
78,603,t,2024-02-06
78,604,t,2024-02-06
78,605,f,2024-02-06
78,606,t,2024-02-06
78,607,t,2024-02-06
78,608,t,2024-02-06
78,609,t,2024-02-06
78,610,t,2024-02-06
78,611,t,2024-02-06
78,612,t,2024-02-06
78,613,t,2024-02-06
78,614,t,2024-02-06
78,615,t,2024-02-06
78,616,f,2024-02-06
78,617,t,2024-02-06
78,618,t,2024-02-06
78,619,t,2024-02-06
78,620,t,2024-02-06
78,621,t,2024-02-06
78,622,t,2024-02-06
78,623,t,2024-02-06
78,624,t,2024-02-06
78,625,f,2024-02-06
78,626,f,2024-02-06
78,627,t,2024-02-06
78,628,f,2024-02-06
78,629,f,2024-02-06
78,630,t,2024-02-06
78,631,f,2024-02-06
78,632,f,2024-02-06
78,633,t,2024-02-06
78,634,f,2024-02-06
78,635,f,2024-02-06
78,636,f,2024-02-06
